1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.648702 0.0 0.0 0.0 1.0
1.0 -1.63953e-17 -3.34821e-14 -0.00428957 1.63953e-17 1.0 -1.17434e-14 -0.00161606 3.34821e-14 1.17434e-14 1.0 0.648609 0.0 0.0 0.0 1.0
1.0 -6.90691e-18 -6.52645e-15 -0.00471632 6.90691e-18 1.0 -1.96947e-15 -0.00172377 6.52645e-15 1.96947e-15 1.0 0.6486 0.0 0.0 0.0 1.0
1.0 -4.57709e-18 -9.71202e-16 -0.00475899 4.57709e-18 1.0 1.14769e-16 -0.00168093 9.71202e-16 -1.14769e-16 1.0 0.648599 0.0 0.0 0.0 1.0
1.0 -4.18299e-18 -1.31001e-16 -0.00476327 4.18299e-18 1.0 4.33906e-16 -0.00162301 1.31001e-16 -4.33906e-16 1.0 0.648598 0.0 0.0 0.0 1.0
1.0 -4.13298e-18 -1.84453e-17 -0.00476371 4.13298e-18 1.0 4.76971e-16 -0.00156352 1.84453e-17 -4.76971e-16 1.0 0.648598 0.0 0.0 0.0 1.0
1.0 -4.10587e-18 -4.28085e-18 -0.00476377 4.10587e-18 1.0 4.82886e-16 -0.00150382 4.28085e-18 -4.82886e-16 1.0 0.648598 0.0 0.0 0.0 1.0
1.0 -4.22324e-18 -1.98293e-18 -0.00476379 4.22324e-18 1.0 4.84187e-16 -0.00144401 1.98293e-18 -4.84187e-16 1.0 0.648598 0.0 0.0 0.0 1.0
1.0 -4.16889e-18 -1.78193e-18 -0.0047638 4.16889e-18 1.0 4.85332e-16 -0.0013841 1.78193e-18 -4.85332e-16 1.0 0.648598 0.0 0.0 0.0 1.0
1.0 -4.17906e-18 -1.58467e-18 -0.00476382 4.17906e-18 1.0 4.86156e-16 -0.00132406 1.58467e-18 -4.86156e-16 1.0 0.648598 0.0 0.0 0.0 1.0
1.0 -4.1796e-18 -1.58432e-18 -0.00476383 4.1796e-18 1.0 4.87084e-16 -0.00126388 1.58432e-18 -4.87084e-16 1.0 0.648598 0.0 0.0 0.0 1.0
1.0 -4.24275e-18 -1.2685e-18 -0.00476384 4.24275e-18 1.0 4.88394e-16 -0.00120353 1.2685e-18 -4.88394e-16 1.0 0.648598 0.0 0.0 0.0 1.0
1.0 -4.28097e-18 -1.16895e-18 -0.00476385 4.28097e-18 1.0 4.8986e-16 -0.00114301 1.16895e-18 -4.8986e-16 1.0 0.648598 0.0 0.0 0.0 1.0
1.0 -4.2437e-18 -1.29041e-18 -0.00476386 4.2437e-18 1.0 4.91881e-16 -0.00108228 1.29041e-18 -4.91881e-16 1.0 0.648598 0.0 0.0 0.0 1.0
