0.0149614 -9.40532e-05 -0.648702
0.0113951 -0.0014888 -0.648702
0.0109498 -0.00161851 -0.648702
0.0108942 -0.00159016 -0.648702
0.0108872 -0.00154204 -0.648702
0.0108864 -0.00149143 -0.648702
0.0108863 -0.00144047 -0.648702
0.0108863 -0.00138941 -0.648702
0.0108863 -0.00133827 -0.648702
0.0108863 -0.00128704 -0.648702
0.0108863 -0.00123571 -0.648702
0.0108863 -0.00118426 -0.648702
0.0108863 -0.00113268 -0.648702
0.0108863 -0.00108094 -0.648702
0.0108863 -0.00102904 -0.648702
0.0108863 -0.000976955 -0.648702
0.0108863 -0.000924671 -0.648702
0.0108863 -0.000872174 -0.648702
0.0108863 -0.000819447 -0.648702
0.0108863 -0.000766473 -0.648702
0.0108863 -0.000713237 -0.648702
0.0108863 -0.000659724 -0.648702
0.0108863 -0.000605915 -0.648702
0.0108863 -0.000551796 -0.648702
0.0108863 -0.000497349 -0.648702
0.0108863 -0.000442559 -0.648702
0.0108863 -0.000387408 -0.648702
0.0108863 -0.00033188 -0.648702
0.0108863 -0.000275957 -0.648702
0.0108863 -0.000219624 -0.648702
0.0108863 -0.000162862 -0.648702
0.0108863 -0.000105655 -0.648702
0.0108863 -4.79857e-05 -0.648702
0.0108863 1.01643e-05 -0.648702
0.0108863 6.88122e-05 -0.648702
0.0108863 0.000127976 -0.648702
0.0108863 0.000187673 -0.648702
0.0108863 0.000247923 -0.648702
0.0108863 0.000308742 -0.648702
0.0108863 0.00037015 -0.648702
0.0108863 0.000432165 -0.648702
0.0108863 0.000494807 -0.648702
0.0108863 0.000558093 -0.648702
0.0108863 0.000622044 -0.648702
0.0108863 0.000686678 -0.648702
0.0108863 0.000752016 -0.648702
0.0108863 0.000818077 -0.648702
0.0108863 0.000884882 -0.648702
0.0108863 0.000952449 -0.648702
0.0108863 0.0010208 -0.648702
0.0108863 0.00108996 -0.648702
0.0108863 0.00115994 -0.648702
0.0108863 0.00123077 -0.648702
0.0108863 0.00130247 -0.648702
0.0108863 0.00137506 -0.648702
0.0108863 0.00144856 -0.648702
0.0108863 0.00152299 -0.648702
0.0108863 0.00159839 -0.648702
0.0108863 0.00167476 -0.648702
0.0108863 0.00175214 -0.648702
0.0108863 0.00183054 -0.648702
0.0108863 0.00190999 -0.648702
0.0108863 0.00199052 -0.648702
0.0108863 0.00207215 -0.648702
0.0108863 0.0021549 -0.648702
0.0108863 0.00223881 -0.648702
0.0108863 0.00232388 -0.648702
0.0108863 0.00241016 -0.648702
0.0108863 0.00249766 -0.648702
0.0108863 0.00258642 -0.648702
0.0108863 0.00267646 -0.648702
0.0108863 0.0027678 -0.648702
0.0108863 0.00286048 -0.648702
0.0108863 0.00295452 -0.648702
0.0108863 0.00304996 -0.648702
0.0108863 0.00314681 -0.648702
0.0108863 0.00324512 -0.648702
0.0108863 0.00334491 -0.648702
0.0108863 0.0034462 -0.648702
0.0108863 0.00354904 -0.648702
0.0108863 0.00365345 -0.648702
0.0108863 0.00375947 -0.648702
0.0108863 0.00386712 -0.648702
0.0108863 0.00397644 -0.648702
0.0108863 0.00408746 -0.648702
0.0108863 0.00420022 -0.648702
0.0108863 0.00431475 -0.648702
0.0108863 0.00443108 -0.648702
0.0108863 0.00454926 -0.648702
0.0108863 0.00466931 -0.648702
0.0108863 0.00479127 -0.648702
0.0108863 0.00491519 -0.648702
0.0108863 0.00504109 -0.648702
0.0108863 0.00516901 -0.648702
0.0108863 0.005299 -0.648702
0.0108863 0.0054311 -0.648702
0.0108863 0.00556534 -0.648702
0.0108863 0.00570176 -0.648702
0.0108863 0.00584041 -0.648702
0.0108863 0.00598132 -0.648702
0.0108863 0.00612455 -0.648702
0.0108863 0.00627014 -0.648702
0.0108863 0.00641812 -0.648702
0.0108863 0.00656854 -0.648702
0.0108863 0.00672146 -0.648702
0.0108863 0.00687691 -0.648702
0.0108863 0.00703494 -0.648702
0.0108863 0.00719561 -0.648702
0.0108863 0.00735895 -0.648702
0.0108863 0.00752502 -0.648702
0.0108863 0.00769388 -0.648702
0.0108863 0.00786556 -0.648702
0.0108863 0.00804013 -0.648702
0.0108863 0.00821763 -0.648702
0.0108863 0.00839813 -0.648702
0.0108863 0.00858167 -0.648702
0.0108863 0.00876831 -0.648702
0.0108863 0.0089581 -0.648702
0.0108863 0.00915111 -0.648702
0.0108863 0.0093474 -0.648702
0.0108863 0.00954702 -0.648702
0.0108863 0.00975003 -0.648702
0.0108863 0.0099565 -0.648702
0.0108863 0.0101665 -0.648702
0.0108863 0.0103801 -0.648702
0.0108863 0.0105973 -0.648702
0.0108863 0.0108182 -0.648702
0.0108863 0.0110429 -0.648702
0.0108863 0.0112715 -0.648702
0.0108863 0.0115039 -0.648702
0.0108863 0.0117404 -0.648702
0.0108863 0.0119809 -0.648702
0.0108863 0.0122256 -0.648702
0.0108863 0.0124744 -0.648702
0.0108863 0.0127276 -0.648702
0.0108863 0.0129851 -0.648702
0.0108863 0.013247 -0.648702
0.0108863 0.0135135 -0.648702
0.0108863 0.0137845 -0.648702
0.0108863 0.0140602 -0.648702
0.0108863 0.0143407 -0.648702
0.0108863 0.0146261 -0.648702
0.0108863 0.0149164 -0.648702
0.0108863 0.0152117 -0.648702
0.0108863 0.0155121 -0.648702
0.0108863 0.0158177 -0.648702
0.0108863 0.0161287 -0.648702
0.0108863 0.016445 -0.648702
0.0108863 0.0167668 -0.648702
0.0108863 0.0170942 -0.648702
0.0108863 0.0174273 -0.648702
0.0108863 0.0177661 -0.648702
0.0108863 0.0181109 -0.648702
0.0108863 0.0184616 -0.648702
0.0108863 0.0188185 -0.648702
0.0108863 0.0191815 -0.648702
0.0108863 0.0195509 -0.648702
0.0108863 0.0199267 -0.648702
0.0108863 0.0203091 -0.648702
0.0108863 0.0206981 -0.648702
0.0108863 0.0210939 -0.648702
0.0108863 0.0214966 -0.648702
0.0108863 0.0219063 -0.648702
0.0108863 0.0223231 -0.648702
0.0108863 0.0227473 -0.648702
0.0108863 0.0231788 -0.648702
0.0108863 0.0236179 -0.648702
0.0108863 0.0240646 -0.648702
0.0108863 0.0245192 -0.648702
0.0108863 0.0249816 -0.648702
0.0108863 0.0254522 -0.648702
0.0108863 0.025931 -0.648702
